tracker,config,avg_fps,avg_num_tracks,avg_det_time,avg_track_time,total_frames
ByteTracker,sort_config.yaml,20.620862771229525,1.5421052631578946,48.041723903856784,0.4528522491455078,380
DeepSORTTracker,sort_config.yaml,14.992152481974639,1.186842105263158,45.19807978680259,21.503482994280365,380
SORTTracker,sort_config.yaml,27.62268872025833,5.697368421052632,23.870389712484258,12.331734205547132,380
