tracker,config,avg_fps,avg_num_tracks,avg_det_time,avg_track_time,total_frames
ByteTracker,sort_config.yaml,13.113022769721626,1.849056603773585,75.73818260768675,0.5218847742620505,53
DeepSORTTracker,sort_config.yaml,12.797646364464637,0.0,75.77977990204434,2.359588191194354,53
SORTTracker,sort_config.yaml,560.2680437834418,0.09433962264150944,1.2058402007480837,0.5790197624350494,53
