tracker,config,avg_fps,avg_num_tracks,avg_det_time,avg_track_time,total_frames
ByteTracker,sort_config.yaml,13.765847837082868,1.5769230769230769,71.95111879935631,0.6924271583557129,52
DeepSORTTracker,sort_config.yaml,12.697066440882885,0.4807692307692308,68.35815539726845,10.400194388169508,52
SORTTracker,sort_config.yaml,53.41634756609638,1.75,14.800718197455772,3.920142467205341,52
