tracker,config,avg_fps,avg_num_tracks,avg_det_time,avg_track_time,total_frames
ByteTracker,byte_track_config.yaml,20.090355725490777,7.362666666666667,47.58668597539266,2.1868062019348145,1500
DeepSORTTracker,deep_sort_config.yaml,19.39483534996743,0.0,51.54350233078003,0.01661570866902669,1500
SORTTracker,sort_config.yaml,51.44019868491556,4.616666666666666,13.298580328623453,6.14080286026001,1500
